Date,Close,High,Low,Open,Volume
2025-01-02,12.0,12.420000076293945,11.770000457763672,12.1899995803833,713400
2025-01-03,12.0600004196167,12.3100004196167,11.8100004196167,12.069999694824219,554700
2025-01-06,12.289999961853027,12.529999732971191,11.979999542236328,12.3100004196167,690200
2025-01-07,12.6899995803833,12.75,12.09000015258789,12.430000305175781,1320300
2025-01-08,12.220000267028809,12.739999771118164,12.140000343322754,12.460000038146973,1132200
2025-01-10,12.15999984741211,12.34000015258789,11.65999984741211,12.0,1028100
2025-01-13,11.510000228881836,11.989999771118164,11.399999618530273,11.819999694824219,1005800
2025-01-14,10.970000267028809,11.930000305175781,10.949999809265137,11.760000228881836,961800
2025-01-15,10.859999656677246,11.470000267028809,10.65999984741211,11.470000267028809,1222200
2025-01-16,10.9399995803833,11.170000076293945,10.539999961853027,10.920000076293945,773300
2025-01-17,10.649999618530273,11.260000228881836,10.529999732971191,11.1899995803833,840700
2025-01-21,10.789999961853027,10.890000343322754,10.550000190734863,10.75,790700
2025-01-22,10.350000381469727,10.850000381469727,10.289999961853027,10.84000015258789,875300
2025-01-23,10.5600004196167,10.600000381469727,10.149999618530273,10.149999618530273,789800
2025-01-24,10.609999656677246,10.680000305175781,10.34000015258789,10.550000190734863,521700
2025-01-27,10.5,10.630000114440918,10.300000190734863,10.529999732971191,640700
2025-01-28,10.630000114440918,10.850000381469727,10.270000457763672,10.520000457763672,518600
2025-01-29,10.5600004196167,10.930000305175781,10.539999961853027,10.649999618530273,559300
2025-01-30,10.5,10.770000457763672,10.470000267028809,10.609999656677246,477400
2025-01-31,10.470000267028809,10.710000038146973,10.369999885559082,10.569999694824219,697700
2025-02-03,10.430000305175781,10.579999923706055,10.079999923706055,10.140000343322754,638000
2025-02-04,11.319999694824219,11.579999923706055,10.3100004196167,10.3100004196167,1511700
2025-02-05,11.59000015258789,11.829999923706055,11.239999771118164,11.3100004196167,986200
2025-02-06,11.75,11.960000038146973,11.25,11.6899995803833,578700
2025-02-07,11.75,11.949999809265137,11.569999694824219,11.75,603500
2025-02-10,11.760000228881836,11.930000305175781,11.4399995803833,11.90999984741211,569900
2025-02-11,11.729999542236328,11.869999885559082,11.59000015258789,11.649999618530273,533100
2025-02-12,11.920000076293945,11.989999771118164,11.300000190734863,11.609999656677246,719100
2025-02-13,12.729999542236328,12.779999732971191,11.6899995803833,11.9399995803833,1289800
2025-02-14,12.829999923706055,12.890000343322754,12.449999809265137,12.819999694824219,849400
2025-02-18,13.430000305175781,13.600000381469727,12.9399995803833,12.949999809265137,1216200
2025-02-19,13.600000381469727,13.819999694824219,13.1899995803833,13.1899995803833,1151800
2025-02-20,12.979999542236328,13.5600004196167,12.760000228881836,13.529999732971191,1026300
