"Date","Price","Open","High","Low","Vol.","Change %"
"03/16/2026","75,584.40","74,260.30","75,934.10","74,128.35","66.96K","1.13%"
"03/13/2026","74,741.15","75,500.30","75,862.70","74,630.00","61.92K","-2.14%"
"03/12/2026","76,375.20","76,500.00","77,033.00","76,180.00","70.82K","-1.02%"
"03/11/2026","77,159.25","78,700.00","78,799.95","77,104.80","56.88K","-1.89%"
"03/10/2026","78,648.80","78,394.05","78,724.55","78,051.05","34.84K","0.83%"
"03/09/2026","78,004.00","77,899.00","78,200.00","76,802.00","58.10K","-1.55%"
"03/06/2026","79,229.05","79,995.00","80,050.00","79,071.25","34.22K","-1.30%"
"03/05/2026","80,270.55","79,897.00","80,598.95","79,520.05","78.48K","0.96%"
"03/04/2026","79,508.85","78,899.00","79,867.05","78,848.10","72.58K","-1.33%"
"03/02/2026","80,579.40","81,300.00","81,300.00","79,500.05","57.92K","-1.50%"
"02/27/2026","81,807.65","82,808.40","82,808.40","81,614.45","38.80K","-1.22%"
"02/26/2026","82,814.90","82,610.00","83,146.05","82,525.15","40.96K","0.60%"
"02/25/2026","82,321.75","82,690.00","83,025.00","82,175.00","42.72K","-0.02%"
"02/24/2026","82,335.90","83,000.00","83,000.00","82,045.00","28.54K","-1.19%"
"02/23/2026","83,324.20","83,150.00","83,550.00","83,025.00","20.26K","0.53%"
"02/20/2026","82,888.85","82,400.00","83,259.00","82,301.90","31.92K","0.50%"
"02/19/2026","82,477.95","83,990.00","84,000.00","82,317.45","42.00K","-1.60%"
"02/18/2026","83,815.60","83,614.30","83,859.00","83,325.00","23.44K","0.28%"
"02/17/2026","83,580.05","83,300.00","83,725.00","83,126.60","19.66K","0.14%"
"02/16/2026","83,463.40","82,654.05","83,500.00","82,592.95","22.60K","0.77%"
"02/13/2026","82,829.40","83,740.00","83,740.00","82,730.00","29.14K","-1.28%"
"02/12/2026","83,900.05","84,266.25","84,266.25","83,800.00","25.32K","-0.63%"
"02/11/2026","84,427.95","84,650.00","84,694.50","84,356.55","16.92K","-0.10%"
"02/10/2026","84,513.60","84,483.95","84,683.40","84,338.10","19.30K","0.26%"
"02/09/2026","84,291.40","84,250.30","84,399.95","84,200.00","21.08K","0.56%"
"02/06/2026","83,822.45","83,590.00","83,849.00","83,304.00","22.12K","0.07%"
"02/05/2026","83,760.55","84,111.00","84,111.00","83,641.40","38.60K","-0.53%"
"02/04/2026","84,206.10","83,750.05","84,368.90","83,750.05","31.66K","0.04%"
"02/03/2026","84,170.90","85,150.30","85,343.85","83,391.15","65.16K","2.56%"
"02/02/2026","82,070.35","80,999.95","82,133.85","80,905.55","35.04K","1.02%"
"02/01/2026","81,245.05","82,999.95","83,280.00","80,486.20","61.08K","-2.00%"
"01/30/2026","82,904.25","82,893.00","83,048.65","82,520.00","33.30K","-0.42%"
"01/29/2026","83,250.75","82,810.10","83,349.95","82,389.40","36.18K","1.04%"
"01/28/2026","82,394.80","82,225.00","82,538.80","81,876.70","39.24K","0.37%"
"01/27/2026","82,089.40","82,150.00","82,220.00","81,267.25","32.70K","0.49%"
"01/23/2026","81,686.80","82,550.00","82,613.85","81,609.75","24.98K","-1.12%"
"01/22/2026","82,613.30","82,500.00","82,989.90","82,084.15","46.12K","0.62%"
"01/21/2026","82,104.65","82,100.15","82,616.00","81,355.30","48.14K","-0.37%"
"01/20/2026","82,406.30","83,450.00","83,450.00","82,307.25","21.90K","-1.19%"
"01/19/2026","83,399.45","83,591.25","83,629.75","83,154.90","21.42K","-0.56%"
"01/16/2026","83,866.45","83,847.95","84,429.00","83,770.00","24.80K","0.22%"
"01/14/2026","83,683.50","83,764.45","84,088.00","83,547.00","35.84K","-0.33%"
"01/13/2026","83,964.45","84,400.40","84,516.45","83,600.90","37.82K","-0.41%"
"01/12/2026","84,310.40","83,955.00","84,353.65","83,278.80","29.28K","0.31%"
"01/09/2026","84,046.45","84,590.65","84,794.10","83,872.85","26.18K","-0.74%"
"01/08/2026","84,675.30","85,312.00","85,341.90","84,619.80","35.08K","-0.85%"
"01/07/2026","85,400.60","85,500.00","85,531.30","85,250.00","20.12K","-0.17%"
"01/06/2026","85,547.75","85,940.00","85,940.00","85,437.65","18.98K","-0.33%"
"01/05/2026","85,827.30","86,299.90","86,434.55","85,750.00","17.80K","-0.44%"
"01/02/2026","86,206.70","85,849.95","86,280.95","85,797.70","15.30K","0.54%"
"01/01/2026","85,747.35","86,099.75","86,099.75","85,700.00","14.94K","-0.08%"
"12/31/2025","85,815.55","85,459.00","85,900.85","85,323.70","26.46K","0.56%"
"12/30/2025","85,340.10","85,287.00","85,441.75","85,128.00","17.34K","-0.07%"
"12/29/2025","85,395.90","86,150.00","86,200.00","85,281.05","14.54K","-0.35%"
"12/26/2025","85,693.05","86,124.95","86,124.95","85,623.05","10.82K","-0.40%"
"12/24/2025","86,036.15","86,298.70","86,310.00","85,981.00","9.74K","0.58%"
"12/23/2025","85,541.95","85,680.05","85,680.05","85,375.05","15.24K","0.02%"
"12/22/2025","85,528.15","85,989.00","85,989.00","85,341.90","12.14K","0.60%"
"12/19/2025","85,013.85","84,750.50","85,123.00","84,750.50","14.22K","0.46%"
"12/18/2025","84,621.60","84,739.65","84,914.70","84,430.00","32.14K","-0.16%"
"12/17/2025","84,760.65","85,011.00","85,082.05","84,630.00","15.82K","-0.19%"
"12/16/2025","84,924.45","85,299.95","85,299.95","84,892.80","14.74K","-0.56%"
"12/15/2025","85,401.95","85,300.00","85,459.80","85,058.05","17.48K","-0.13%"
"12/12/2025","85,516.35","85,301.10","85,575.90","85,250.00","19.62K","0.46%"
"12/11/2025","85,126.05","85,010.00","85,184.05","84,499.70","40.80K","0.46%"
"12/10/2025","84,734.35","85,184.50","85,350.00","84,689.30","26.46K","-0.39%"
"12/09/2025","85,064.50","85,430.00","85,430.00","84,847.75","24.28K","-0.51%"
"12/08/2025","85,504.35","86,500.00","86,500.00","85,305.10","18.72K","-0.73%"
"12/05/2025","86,132.05","85,726.30","86,230.00","85,624.15","26.30K","0.45%"
"12/04/2025","85,746.40","85,552.20","85,940.00","85,431.40","36.86K","0.17%"
"12/03/2025","85,602.95","85,750.95","85,789.90","85,318.80","24.04K","-0.24%"
"12/02/2025","85,806.25","86,000.05","86,142.30","85,710.00","22.38K","-0.48%"
"12/01/2025","86,218.85","86,739.95","86,739.95","86,120.00","22.60K","-0.15%"
"11/28/2025","86,350.50","86,310.00","86,518.05","86,225.00","15.14K","0.05%"
"11/27/2025","86,310.30","86,200.00","86,600.00","86,063.45","28.40K","0.83%"
"11/26/2025","85,601.95","84,944.25","85,629.55","84,934.50","32.36K","1.06%"
"11/25/2025","84,702.30","85,086.60","85,213.15","84,637.30","22.30K","-0.47%"
"11/24/2025","85,106.25","85,211.05","85,599.85","85,024.95","15.12K","-0.30%"
"11/21/2025","85,362.40","85,549.00","85,699.00","85,301.00","24.74K","-0.48%"
"11/20/2025","85,770.45","85,400.00","85,892.20","85,292.60","44.30K","0.61%"
"11/19/2025","85,247.95","84,697.55","85,296.65","84,694.70","23.20K","0.41%"
"11/18/2025","84,900.55","85,300.00","85,350.00","84,750.00","16.30K","-0.30%"
"11/17/2025","85,156.25","84,923.30","85,222.90","84,841.00","15.32K","0.40%"
"11/14/2025","84,816.35","84,771.10","84,888.00","84,362.80","31.52K","0.05%"
"11/13/2025","84,771.05","84,255.60","85,185.00","84,255.60","43.10K","-0.12%"
"11/12/2025","84,869.95","84,450.05","84,956.60","84,450.05","33.68K","0.69%"
"11/11/2025","84,288.70","84,002.45","84,386.85","83,540.05","31.78K","0.34%"
"11/10/2025","84,005.65","83,892.30","84,120.00","83,701.00","20.76K","0.41%"
"11/07/2025","83,663.30","83,550.05","83,829.65","83,104.90","33.68K","-0.15%"
"11/06/2025","83,790.10","84,295.00","84,295.00","83,733.85","42.86K","-0.21%"
"11/04/2025","83,966.30","84,516.75","84,541.45","83,920.00","19.06K","-0.69%"
"11/03/2025","84,553.35","84,488.05","84,650.00","84,200.00","19.72K","-0.08%"
"10/31/2025","84,624.60","85,000.00","85,225.00","84,560.00","35.02K","-0.47%"
"10/30/2025","85,027.45","85,451.10","85,451.10","84,981.10","27.06K","-0.11%"
"10/29/2025","85,118.50","84,809.95","85,206.00","84,808.25","25.02K","0.45%"
"10/28/2025","84,737.30","85,030.25","85,135.75","84,434.15","12.08K","-0.29%"
"10/27/2025","84,980.50","84,507.40","85,145.00","84,507.35","14.22K","0.83%"
"10/24/2025","84,283.75","84,979.20","84,979.20","84,041.55","22.94K","-0.67%"
"10/23/2025","84,856.00","85,205.05","85,473.40","84,727.95","55.02K","0.30%"
"10/21/2025","84,598.65","84,665.80","84,775.60","84,467.30","7.54K","-0.08%"
"10/20/2025","84,665.75","84,620.00","84,838.80","84,446.25","23.34K","0.65%"
"10/17/2025","84,121.55","83,571.25","84,418.90","83,474.65","35.70K","0.51%"
"10/16/2025","83,697.35","83,198.95","83,800.00","83,173.80","32.84K","0.87%"
"10/15/2025","82,971.70","82,446.00","83,064.95","82,446.00","24.56K","0.76%"
"10/14/2025","82,346.45","82,769.75","82,938.50","82,125.00","18.84K","-0.41%"
"10/13/2025","82,683.65","82,984.00","82,984.00","82,405.45","13.60K","-0.36%"
"10/10/2025","82,982.20","82,599.05","83,100.00","82,490.45","24.14K","0.56%"
"10/09/2025","82,516.60","82,124.90","82,550.00","82,097.75","21.82K","0.48%"
"10/08/2025","82,124.85","82,349.00","82,637.45","82,021.80","22.98K","-0.33%"
"10/07/2025","82,400.85","82,329.95","82,689.95","82,228.40","18.72K","0.15%"
"10/06/2025","82,279.65","81,601.00","82,348.65","81,287.55","20.78K","0.71%"
"10/03/2025","81,696.00","81,425.00","81,744.00","81,246.00","16.06K","0.18%"
"10/01/2025","81,546.35","81,000.00","81,601.55","80,862.85","34.38K","0.70%"
"09/30/2025","80,977.00","81,105.00","81,299.90","80,824.70","17.48K","-0.19%"
"09/29/2025","81,132.45","81,220.00","81,507.80","80,947.80","24.94K","0.08%"
"09/26/2025","81,066.90","81,880.00","81,880.00","80,961.10","29.04K","-1.11%"
"09/25/2025","81,978.30","82,330.00","82,524.10","81,907.65","26.58K","0.22%"
"09/24/2025","81,798.95","82,055.70","82,055.70","81,718.50","32.38K","-0.62%"
"09/23/2025","82,308.75","82,426.25","82,500.75","81,950.00","23.20K","-0.04%"
"09/22/2025","82,343.90","82,549.00","82,710.20","82,233.75","22.78K","-0.57%"
"09/19/2025","82,811.95","82,980.00","83,084.75","82,664.00","22.76K","-0.45%"
"09/18/2025","83,185.60","83,111.00","83,263.05","82,976.95","37.82K","0.32%"
"09/17/2025","82,920.20","82,800.00","82,951.20","82,729.40","24.04K","0.39%"
"09/16/2025","82,599.35","81,940.00","82,734.00","81,940.00","22.36K","0.68%"
"09/15/2025","82,041.00","82,160.10","82,207.00","82,005.85","12.86K","-0.12%"
"09/12/2025","82,143.45","81,987.00","82,200.00","81,911.25","18.16K","0.35%"
"09/11/2025","81,853.80","81,898.80","81,898.80","81,671.60","29.74K","0.12%"
"09/10/2025","81,754.50","81,710.00","81,917.15","81,601.60","23.72K","0.46%"
"09/09/2025","81,383.70","81,400.00","81,430.00","81,250.05","13.20K","0.22%"
"09/08/2025","81,201.20","81,255.00","81,465.35","81,110.00","18.78K","0.14%"
"09/05/2025","81,089.45","81,320.90","81,350.00","80,662.30","28.08K","0.02%"
"09/04/2025","81,070.90","81,475.00","81,686.05","81,015.00","46.24K","0.18%"
"09/03/2025","80,922.25","80,750.10","81,006.25","80,432.85","26.86K","0.38%"
"09/02/2025","80,618.35","81,000.00","81,180.00","80,499.00","22.30K","-0.28%"
"09/01/2025","80,848.55","80,598.90","80,877.60","80,558.70","14.54K","0.58%"
"08/29/2025","80,384.65","80,525.00","80,850.60","80,305.25","18.16K","-0.34%"
"08/28/2025","80,660.30","81,181.35","81,181.35","80,610.00","20.88K","-0.88%"
"08/26/2025","81,372.70","81,900.00","81,949.80","81,320.00","21.84K","-0.38%"
"08/25/2025","81,685.05","81,536.45","81,811.40","81,460.40","22.34K","0.34%"
"08/22/2025","81,409.25","81,912.55","81,932.25","81,387.65","24.06K","-0.85%"
"08/21/2025","82,106.75","82,138.00","82,260.00","81,977.20","19.18K","0.21%"
"08/20/2025","81,935.90","81,727.10","82,019.80","81,500.00","17.62K","0.19%"
"08/19/2025","81,780.90","81,487.75","81,879.50","81,426.20","23.88K","0.27%"
"08/18/2025","81,558.10","81,110.00","81,939.20","81,026.60","26.96K","0.92%"
"08/14/2025","80,811.45","80,776.40","80,967.80","80,750.00","11.08K","-0.06%"
"08/13/2025","80,857.25","80,683.00","80,940.00","80,620.00","19.34K","0.40%"
"08/12/2025","80,533.60","80,610.05","81,221.10","80,480.00","23.44K","-0.28%"
"08/11/2025","80,756.45","80,144.00","80,804.75","80,144.00","11.60K","0.69%"
"08/08/2025","80,201.10","80,525.00","80,858.00","80,100.00","8.02K","-0.89%"
"08/07/2025","80,917.75","80,500.00","81,050.00","80,086.70","8.50K","0.14%"
"08/06/2025","80,805.10","80,525.00","81,088.50","80,316.60","3.38K","-0.26%"
"08/05/2025","81,012.75","80,825.00","81,380.00","80,825.00","11.70K","-0.38%"
"08/04/2025","81,318.60","80,885.00","81,383.20","80,841.95","8.88K","0.50%"
"08/01/2025","80,912.80","81,555.00","81,576.00","80,801.70","5.94K","-0.79%"
"07/31/2025","81,555.05","81,599.00","82,120.00","81,094.20","6.24K","-0.37%"
"07/30/2025","81,860.30","81,796.00","81,975.05","81,602.00","3.36K","0.15%"
"07/29/2025","81,738.35","81,200.00","81,786.10","81,085.00","8.24K","0.94%"
"07/28/2025","80,973.90","81,200.00","81,678.45","80,903.40","23.92K","-0.68%"
"07/25/2025","81,530.70","82,140.00","82,140.00","81,498.65","21.02K","-0.91%"
"07/24/2025","82,279.80","82,899.95","82,899.95","82,104.50","16.36K","-0.61%"
"07/23/2025","82,783.90","82,515.85","82,811.00","82,369.90","21.96K","0.60%"
"07/22/2025","82,287.20","82,475.00","82,544.40","82,200.05","12.98K","-0.03%"
"07/21/2025","82,308.30","82,148.80","82,350.00","81,671.40","8.08K","0.39%"
"07/18/2025","81,990.40","82,400.00","82,400.00","81,866.95","7.70K","-0.61%"
"07/17/2025","82,492.05","82,764.00","82,780.00","82,455.20","3.74K","-0.35%"
"07/16/2025","82,781.60","82,898.00","82,898.00","82,474.65","4.12K","-0.06%"
"07/15/2025","82,830.30","82,180.00","82,917.15","82,180.00","5.26K","0.35%"
"07/14/2025","82,539.15","82,525.00","82,720.00","82,270.00","7.16K","-0.31%"
"07/11/2025","82,799.75","83,200.00","83,263.15","82,746.00","5.96K","-0.76%"
"07/10/2025","83,429.90","83,980.00","83,980.00","83,400.00","4.10K","-0.45%"
"07/09/2025","83,809.45","83,829.50","84,015.00","83,740.00","2.78K","-0.12%"
"07/08/2025","83,913.00","83,640.00","83,965.00","83,600.00","3.52K","0.32%"
"07/07/2025","83,646.00","83,500.00","83,759.25","83,445.30","1.96K","0.01%"
"07/04/2025","83,637.95","83,799.95","83,799.95","83,230.30","4.14K","0.12%"
"07/03/2025","83,540.35","83,888.00","84,055.35","83,450.00","7.80K","-0.15%"
"07/02/2025","83,665.30","84,100.00","84,140.00","83,475.00","5.62K","-0.37%"
"07/01/2025","83,978.35","84,021.05","84,120.50","83,802.10","4.86K","0.05%"
"06/30/2025","83,937.10","84,499.25","84,499.25","83,784.50","8.12K","-0.43%"
"06/27/2025","84,300.00","83,873.20","84,321.00","83,873.20","5.60K","0.54%"
"06/26/2025","83,843.20","83,100.00","83,956.70","83,100.00","10.20K","0.98%"
"06/25/2025","83,031.05","82,600.00","83,104.00","82,600.00","3.88K","0.64%"
"06/24/2025","82,499.30","82,600.00","83,407.05","82,412.00","10.76K","0.65%"
"06/23/2025","81,967.25","82,235.95","82,290.30","81,522.50","36.18K","-0.54%"
"06/20/2025","82,409.65","81,650.50","82,476.00","81,555.85","44.98K","1.16%"
"06/19/2025","81,465.70","81,358.70","81,678.30","81,250.00","17.66K","0.00%"
"06/18/2025","81,468.50","81,450.05","81,943.30","81,350.00","25.02K","-0.13%"
"06/17/2025","81,575.95","81,900.00","81,961.55","81,456.60","27.40K","-0.39%"
"06/16/2025","81,896.35","81,481.10","81,956.00","81,215.00","23.16K","0.94%"
"06/13/2025","81,135.30","81,200.00","81,300.00","80,699.60","13.52K","-0.83%"
"06/12/2025","81,817.55","82,699.75","82,840.00","81,736.75","15.48K","-1.07%"
"06/11/2025","82,699.75","82,385.00","82,970.00","82,385.00","8.86K","0.19%"
"06/10/2025","82,541.20","82,674.95","82,812.85","82,470.75","6.58K","-0.15%"
