Date,close,open,high,low,volume
2020-05-13,686.409748828676,686.409748828676,653.5951127082542,672.6770629882812,66430125
2020-05-14,660.3377943598729,672.7893884091039,642.8291930409412,645.4813232421875,49266771
2020-05-15,649.0999689371046,659.3039915320402,636.1089830747022,656.0225219726562,62152260
2020-05-18,660.7873261418357,666.181474909855,641.9076865534937,647.6389770507812,62796089
2020-05-19,654.943554079763,657.0562928652207,630.7821287465479,633.3218383789062,42315854
2020-05-20,633.8164459231173,650.3810982575258,626.1746653038855,644.469970703125,55320985
2020-05-21,645.054274887475,656.9439458804737,640.5591310175457,647.86376953125,39167981
2020-05-22,652.6061253460508,655.393088211482,641.2333740246893,643.50341796875,37828973
2020-05-26,650.9653812121286,651.6621368125705,636.6483020759156,640.132080078125,33216635
2020-05-27,643.2561648384756,653.5950188666403,634.7153801347918,649.796630859375,35667956
2020-05-28,654.0445650157022,665.1700639694456,651.3474905739236,661.7987060546875,40126278
2020-05-29,659.8881910632169,661.68626027676,652.9881710532761,658.2699584960938,40022527
2020-06-01,665.2825892982372,691.5118162804832,663.4620474135976,683.4205322265625,39943702
2020-06-02,685.9601831154127,692.2533963499591,683.622663148201,690.3204345703125,22153960
2020-06-03,694.5009892228203,701.243705152625,689.2640858781962,692.9951171875,25381289
2020-06-04,694.0514268333575,714.5044150378368,692.7029193183236,710.1441040039062,34202350
2020-06-05,716.9767743613463,727.3156301764457,707.4020907099616,710.9982299804688,33076685
2020-06-08,727.4954324920736,727.4954324920736,703.4913080333477,705.5140991210938,31414953
2020-06-09,701.3784997663072,711.5825211649343,689.1067431761999,690.9722290039062,25857161
2020-06-10,693.6468015444327,710.0316745660456,692.2758220092561,706.7052612304688,22132647
2020-06-11,703.9408036567188,704.8173365444579,688.207799283614,691.2195434570312,20385805
2020-06-12,674.2727360709879,716.0776552194108,672.924169196797,714.189697265625,38548899
2020-06-15,703.491240249132,731.3386948164322,701.7381151752447,725.7647094726562,53107403
2020-06-16,738.5535392456209,741.0483050918923,712.6164520349436,727.1807861328125,51187003
2020-06-17,722.9328087814987,735.1596222116743,720.1683177338406,726.1243896484375,41782053
2020-06-18,722.3709004133316,748.4427585087822,721.74156125064,744.3521728515625,40471557
2020-06-19,750.6903840730492,804.092782405198,747.094304408189,790.8770751953125,105804173
2020-06-22,797.1702444845414,811.0152901303186,779.90883714488,784.9209594726562,60198705
2020-06-23,786.6515522559022,792.83240486235,771.4129953643138,773.5706787109375,37962078
2020-06-24,780.3134354719743,796.8556158794696,769.4351890087056,776.69482421875,51586221
2020-06-25,776.3126312670805,786.2019827039641,770.0418905851864,772.2220458984375,39679374
2020-06-26,777.1218971867132,787.5506408989148,771.8175772674693,782.8981323242188,30921913
2020-06-29,776.7847811125145,782.0440974489501,771.165850862043,774.5821533203125,25621946
2020-06-30,780.807914512527,782.6059245493964,762.1754677566296,766.0188598632812,30276420
2020-07-01,773.1660690211988,786.201997392839,767.7943331649622,781.0775146484375,28464103
2020-07-02,786.6933471641555,797.7964291606368,783.1051378323464,794.524169921875,28789533
2020-07-03,803.3027790862244,809.2605842388523,797.9769338084662,806.9586791992188,29434266
2020-07-06,814.6767489280919,838.59798707909,808.8543846026165,835.7996826171875,47016185
2020-07-07,839.5007072874031,841.4640390934211,815.2635191046126,823.0040283203125,35189589
2020-07-08,823.2748204715693,828.1944614496679,807.9065609306946,811.517333984375,26204095
2020-07-09,816.4820787561033,828.2170013060332,806.2139692943585,823.3650512695312,36418942
2020-07-10,825.2832912510764,850.6037089763864,823.3650271392274,847.6473999023438,43759967
2020-07-13,859.066414273634,879.0835514065949,857.5544142629645,873.3515014648438,69608392
2020-07-14,872.9001726962613,876.3755044340146,851.8223671864567,865.227294921875,67331128
2020-07-15,874.6829879546605,893.1204354338983,811.5173778538364,832.2791748046875,139669773
2020-07-16,833.6331798351821,843.5627758296462,818.0392246836387,832.0083618164062,60961724
2020-07-17,832.7304674212536,866.581298459645,829.5710262803591,862.8351440429688,49726765
2020-07-20,865.5883422314392,871.9974193757844,857.3964422325445,866.5361328125,36592938
2020-07-21,875.1569121232839,892.3079949125722,874.0285529843062,889.84814453125,42173371
2020-07-22,895.0159986639695,907.202312550526,884.9510213382299,904.4942626953124,59771457
2020-07-23,904.4716140026856,938.6609588483408,898.7846915588252,928.7765502929688,58333751
2020-07-24,928.866760017871,976.2578974882696,928.7765056243876,968.6527709960938,120597372
2020-07-27,983.3892613715004,992.4161339989756,960.4158156178776,973.1888427734376,80304827
2020-07-28,973.1888610354256,990.2496888244224,970.6838835389932,982.8927612304688,55114422
2020-07-29,982.9830381867582,985.1945694094204,934.4860429521892,946.311279296875,72663399
2020-07-30,947.3719425825504,965.7416374844678,935.1856290159112,951.8176879882812,72857444
2020-07-31,954.3677525902174,960.9122109353189,926.5197950725442,932.9739990234376,74958061
2020-08-03,925.842826443246,928.4154946857376,904.0879942280136,906.7509765625,46715383
2020-08-04,911.9865832893144,978.0633706821992,902.8017056351508,970.6613159179688,92041055
2020-08-05,978.9660801786948,991.152334357933,956.082888808404,959.7613525390624,74549993
2020-08-06,973.549973124917,978.379359794549,951.3438079467056,963.2141723632812,49322975
2020-08-07,961.2732749175092,973.9109194619942,956.940407442753,968.7881469726562,32984416
2020-08-10,974.497761802115,977.1606844285126,951.4791890501768,956.782470703125,26958997
2020-08-11,963.5300670431568,974.9039718853056,947.9812395926484,963.0787353515624,46828306
2020-08-12,957.3014618538516,968.1337801877428,950.8923849420116,960.2803344726562,30264617
2020-08-13,960.4609378961798,965.3805786775785,952.3367286962584,957.7754516601562,24830322
2020-08-14,958.0011068702576,973.549934599968,942.9713613334555,954.0518798828124,33224635
2020-08-17,950.0800687191715,950.0800687191715,934.328167937496,943.9192504882812,30979066
2020-08-18,941.0530570853402,963.3043462268564,939.8570073157018,956.1956787109376,30547672
2020-08-19,966.3284079855684,972.1958989128856,957.4594807962734,962.0631713867188,34087543
2020-08-20,956.8501235506358,958.6103827292058,942.4070922309022,946.4917602539062,22537845
2020-08-21,955.9475181738236,957.7529046597704,937.44238130795,939.6314086914062,25280895
2020-08-24,943.9417586729288,949.854317250222,934.5086218851164,945.9050903320312,32717218
2020-08-25,950.5313333957848,952.9234928104662,937.8936880228628,939.7442016601562,19388008
2020-08-26,941.0531605726752,969.4652701628314,923.902078379588,964.658447265625,59870421
2020-08-27,969.4878648165206,970.3905879404774,949.2902183763626,952.6076049804688,28085062
2020-08-28,956.8501848269598,962.6725488024435,950.6442396447252,955.112548828125,27166900
2020-08-31,981.2227244337602,981.2227244337602,929.9274278526688,939.1123046875,62076132
2020-09-01,947.823400641142,957.9335062496644,930.8528257215032,942.0687866210938,38616258
2020-09-02,944.2125354209736,964.9743904615848,941.053153841088,960.5512084960938,26949439
2020-09-03,960.4609045761808,965.3128543894694,949.177314241105,953.2845458984376,18586429
2020-09-04,940.3987281070342,946.4467283078576,935.275954940486,937.5552368164062,28475945
2020-09-07,940.6018292728932,950.4185474757394,922.660841979458,939.9924926757812,21926473
2020-09-08,944.2124909097532,957.3014676946552,939.0220273942846,951.02783203125,27397082
2020-09-09,941.0531948204808,978.4244877673116,939.4508806683892,975.5133056640624,55310877
2020-09-10,985.3300156152798,1058.3801472724467,981.8320607367516,1044.4110107421875,140304404
2020-09-11,1043.5083899488072,1055.175562246342,1032.269926063605,1047.0062255859375,59470807
2020-09-14,1049.3758922384438,1065.1729199258552,1029.96797210438,1039.2431640625,44063445
2020-09-15,1043.485721472839,1049.7142296990355,1032.743657881546,1046.5999755859375,27178393
2020-09-16,1047.1189617708817,1069.3928153950412,1042.8538446608136,1049.172607421875,33952295
2020-09-17,1047.1190390154095,1053.3025400234242,1034.413702375252,1037.528076171875,25828669
2020-09-18,1044.52376716858,1046.8707395543606,1027.5080681415218,1040.664794921875,33074915
2020-09-21,1038.092044133767,1054.3404610706275,1014.3287552558284,1018.165283203125,33627381
2020-09-22,1027.7112111815643,1027.7112111815643,993.6573068799258,997.990234375,34792254
2020-09-23,1020.0384225209982,1027.5984225615102,995.3499037941468,1006.859130859375,42988708
2020-09-24,996.5234072507044,1004.6926843399244,982.1480654339798,984.4725341796876,29826318
2020-09-25,987.9930473114248,998.735053037978,978.198891954304,993.72509765625,28374935
2020-09-28,1005.1441257425148,1010.1089538946568,996.1398158928262,1000.2921752929688,19666849
2020-09-29,1004.2412750821472,1021.8436272783866,1000.2919888371054,1013.2907104492188,25842539
2020-09-30,1020.0382810069938,1023.1976621884528,1004.2412557155844,1008.4613647460938,24465159
2020-10-01,1021.7534684542668,1021.7534684542668,999.276541320604,1004.3541870117188,20783227
2020-10-05,1012.81676701832,1015.1411757807246,995.6657462772324,998.4640502929688,18922799
2020-10-06,1004.3541161410186,1008.2582155878782,993.702366618132,997.6290893554688,18412175
2020-10-07,1008.7548038474227,1042.154304099075,1001.9846493971844,1018.9100952148438,53170865
2020-10-08,1019.5870900273932,1023.6492546738874,1002.9325253755236,1010.6730346679688,21077808
2020-10-09,1008.7548888939576,1016.8790987960084,1000.6758061956652,1008.0552978515624,18545499
2020-10-12,1008.7548267067876,1018.1201535189876,1004.8055997006868,1009.6800537109376,14226473
2020-10-13,1006.7690374076642,1031.660751903399,1004.625136856039,1029.3814697265625,23112012
2020-10-14,1028.56878159221,1039.897498590876,1023.8747175024404,1032.4503173828125,26742011
2020-10-15,1033.5787209899615,1033.5787209899615,990.7010157207518,995.8914794921876,20036197
2020-10-16,999.7279451318866,1007.6263990747996,980.6134716986062,982.0352172851562,21583600
2020-10-19,988.4668301104948,1005.9112981674256,972.7149304876792,982.2156982421876,31200385
2020-10-20,983.4795214556434,989.798344269808,971.40602552376,973.053466796875,18482288
2020-10-21,978.5147603722606,989.3470196032074,946.80776838323,958.9263916015624,34082321
2020-10-22,960.1900874152456,962.4919326942684,943.761160688031,950.9600830078124,30802210
2020-10-23,950.5313739814042,963.6203515996452,946.198506037611,953.71337890625,23422125
2020-10-26,948.703416901934,948.703416901934,911.038738740416,915.822998046875,37324416
2020-10-27,918.440823751478,929.7018515417204,904.9456412841948,918.2603149414062,36478896
2020-10-28,921.5550042670168,928.7314227324944,906.028800472741,907.8567504882812,29924017
2020-10-29,901.3347749825296,921.6452970796064,898.6267252669395,914.8299560546876,30655304
2020-10-30,917.8088456567092,932.0713684328344,912.528127721234,927.287109375,34021563
2020-11-02,914.8751840367496,914.8751840367496,839.1170566069392,847.3766479492188,99366895
2020-11-03,853.0409611809424,861.6165021715815,828.2621884933044,835.167724609375,88691623
2020-11-04,829.1196689111366,870.6433759833506,829.1196689111366,863.5120849609375,80180117
2020-11-05,882.3557933334056,885.063843200435,871.9974294692396,882.3783569335938,37205373
2020-11-06,898.175475948344,920.7426584675038,892.8270071314915,915.8455810546876,66674086
2020-11-09,930.7172966945932,933.831550883712,918.9371879060812,925.5719604492188,35838510
2020-11-10,937.4423348777668,943.3098257434692,921.2842310899435,940.8499755859376,36934242
2020-11-11,942.858502861752,945.5665526357732,892.8043809348467,901.425048828125,56724780
2020-11-12,894.1133176465529,906.502703689629,886.8917719189561,893.6619262695312,40046527
2020-11-13,894.564633496026,919.23058714732,894.4518154997988,901.06396484375,45388670
2020-11-14,909.4139724729714,909.5944812873772,900.5901715592453,903.7269897460938,5226220
2020-11-17,941.0531016992426,941.0531016992426,895.9186211486201,899.6422119140625,46542562
2020-11-18,899.6422957138947,905.622664786782,884.6802404612616,896.9116821289062,30402290
2020-11-19,896.9116378432019,907.4053832429536,888.3360969077845,890.5702514648438,27796343
2020-11-20,891.4052660410506,895.377116449163,855.297714134409,857.3287963867188,57471248
2020-11-23,880.5730036765486,889.1485449890283,869.4022304000791,880.4376220703125,45327567
2020-11-24,886.4405101290448,890.953946718642,871.9974772270936,886.4630737304688,30936268
2020-11-25,893.6619486348033,899.5068761620935,876.6011807335245,879.128662109375,32637879
2020-11-26,881.4982370696008,886.8917730806558,871.1173098416299,881.2951049804688,25838637
2020-11-27,875.8338420233673,882.8748194602481,867.2131737985623,871.0044555664062,47336811
2020-12-01,875.7661696758335,887.456025013745,871.1173516152288,882.333251953125,19750687
2020-12-02,883.9581161119759,885.5378667077028,873.3515518250487,883.8001708984375,22188887
2020-12-03,890.0512832775495,894.1585153494483,884.0257869322113,886.4630737304688,27785372
2020-12-04,888.6970756793756,888.6970756793756,875.608099880793,878.6546630859375,18464552
2020-12-07,875.8789308578557,886.8916976319051,875.8789308578557,883.8225708007812,18242188
2020-12-08,885.1541251431139,909.120487964561,880.1216067950427,899.867919921875,43403061
2020-12-09,907.179721423537,917.9442894095524,902.3503351540464,914.8525390625,29175254
2020-12-10,912.437850869946,915.5521050393417,903.1401558672768,905.8482055664062,16065507
2020-12-11,908.556276462948,919.8399265746882,891.0666814664153,905.306640625,26944202
2020-12-14,906.2770801525108,909.4590851843236,896.5280523361688,898.76220703125,17312747
2020-12-15,898.039915449366,898.039915449366,885.1314481712016,891.11181640625,18551265
2020-12-16,897.2727587493416,900.4096365369544,887.2077809533278,892.1048583984375,18561011
2020-12-17,895.693116251279,904.945685521438,892.3757294754389,896.1895751953125,20252358
2020-12-18,893.7070987327945,904.9004347378008,886.8917576008947,898.8749389648438,18466344
2020-12-21,907.2022710782971,912.6183705411304,837.3567098855556,875.4727172851562,44135540
2020-12-22,879.6702540717112,884.1385629445498,852.3413186774952,874.1187133789062,28140001
2020-12-23,871.0947542977892,880.7760906412614,866.8746448149003,877.3458862304688,19501410
2020-12-24,878.7675857883312,902.1472362313511,878.2711268911072,900.0485229492188,20776988
2020-12-28,905.712847216696,910.8130563627903,900.5675108718648,904.1782836914062,17221499
2020-12-29,906.7509753463718,908.2404117114976,894.8128611333499,898.197998046875,18611939
2020-12-30,900.544896853225,905.9384324891364,891.6534065904553,900.65771484375,22043630
2020-12-31,899.7551043755919,908.0598221912284,893.0300772883096,896.0540771484375,18781189
2021-01-01,897.27275515116,901.3348599535196,894.5647051802756,897.047119140625,10015175
2021-01-04,900.4773476672782,902.1924201612024,888.2459057329365,898.5591430664062,24513534
2021-01-05,888.6971124168427,895.2867576296607,882.8296217394585,887.3882446289062,24123091
2021-01-06,887.2979208301023,887.3430480265655,859.8787914584216,863.9860229492188,46401468
2021-01-07,866.8070252352164,877.8649808483686,859.8789250447446,862.5869750976562,32325918
2021-01-08,865.6786654184649,874.8861072218933,863.015742571038,872.7647705078125,27540187
2021-01-11,875.0665066757083,875.0665066757083,854.1692713388484,856.3131713867188,33307825
2021-01-12,858.9083988996434,884.6350202719551,857.5092170064466,883.3035888671875,41161546
2021-01-13,886.2373626282811,891.3826993524976,865.8817711258671,875.0665893554688,26619458
2021-01-14,877.8649064942006,887.7493749036234,875.1794202704835,884.9058837890625,21553242
2021-01-15,884.9058936036437,890.8636390967538,866.6038890308039,874.457275390625,20593268
2021-01-18,879.7155468431912,901.3349407297889,868.0934408050268,895.4448852539062,35100458
2021-01-19,900.2741645341835,916.6805284572496,900.2741645341835,910.0909423828124,32006615
2021-01-20,912.3476352561834,928.8668167227358,903.3207030552747,927.3773803710938,30924537
2021-01-21,939.6990432246472,956.8501242760648,936.5396618324676,947.5524291992188,39087742
2021-01-22,952.7880800202876,954.7514714069698,918.5536065523528,925.0755615234376,30532660
2021-01-25,918.4633177239738,918.4633177239738,871.9974047459384,876.0595092773438,54207104
2021-01-27,868.8380370064367,868.8380370064367,852.13828693381,855.2976684570312,42370131
2021-01-28,848.5952159319003,868.0707665841978,844.0140887864603,846.9703979492188,34067814
2021-01-29,854.9816691410504,863.4669551342889,825.9602253530458,831.3538208007812,43712383
2021-02-01,839.2298143671649,859.8111004411335,834.084477925657,855.43310546875,34180952
2021-02-02,863.9861301874793,875.6082351731134,837.2214015345261,869.1991577148438,41470034
2021-02-03,870.3274543100903,881.024271808645,857.5543678212887,871.3881225585938,30301696
2021-02-04,868.3865924082124,875.6081377765653,859.8110520523379,868.5220336914062,25626981
2021-02-05,871.1173559922115,877.7070019033696,866.5813559125976,868.2738647460938,20248046
2021-02-08,872.4712846072483,888.6971388465231,870.6659579070334,880.7760620117188,21183400
2021-02-09,885.5152551213864,897.9948961529354,881.1597638793062,882.8973999023438,19604141
2021-02-10,881.814282391384,895.8059243068913,869.8761670362735,891.08935546875,21234156
2021-02-11,893.662011592591,931.6652653053176,890.1641160851152,927.8287963867188,42539278
2021-02-12,927.7384783498696,937.8937101488063,909.6395460369704,921.4647827148438,30497029
2021-02-15,924.3759353313052,930.3562442810988,913.972444567888,917.4026489257812,15791099
2021-02-16,920.6298293819444,938.5256299749142,918.485929160808,929.5438842773438,21421660
2021-02-17,929.7695004811928,945.9953555067548,925.5268870227972,940.2633056640624,23742994
2021-02-18,941.0531936529034,951.6146304224952,929.3633380518262,933.2449340820312,18646877
2021-02-19,928.4155145358284,950.0574695218014,926.745509641073,938.9318237304688,23403483
2021-02-22,938.7964367473062,943.2647459186028,900.4096042931712,906.3447265625,23804335
2021-02-23,924.3534685124856,926.5650596508532,908.8272033401172,913.27294921875,25644108
2021-02-24,916.2292459832904,932.139151860834,914.491550200775,930.220947265625,10807663
2021-02-25,936.9909395748116,971.2930997033644,935.6368849463475,967.84033203125,34855693
2021-02-26,955.4962007136306,963.123891576847,934.5989040579532,941.4142456054688,37481215
2021-03-01,952.4269238065036,953.2393924295696,930.8977886745398,948.5905151367188,17680764
2021-03-02,957.7529181155572,961.3636314461148,942.903681213596,950.5313720703124,17150760
2021-03-03,957.3241328149178,1001.9395335212856,951.0730007855624,993.9055786132812,31924461
2021-03-04,983.9308164628376,988.4216890350316,973.865839474236,982.0577392578124,21435754
2021-03-05,973.0985692708164,998.3512962856288,971.7670781260524,983.3440551757812,25511666
2021-03-08,978.740498178278,1007.355742669139,978.5148621514528,988.94091796875,19506841
2021-03-09,992.9576927650288,999.1862609710788,968.8559482883368,988.9181518554688,15154484
2021-03-10,996.1171885060364,999.7730887336928,979.5302558776189,984.8109741210938,11519358
2021-03-12,990.70101625573,995.8463528292266,958.6104430105866,964.7938842773438,16864952
2021-03-15,965.899600131311,969.8939539882846,939.0219967848262,951.8402099609376,16698099
2021-03-16,954.142054646313,959.558213666829,945.7922099765842,948.0940551757812,13873801
2021-03-17,946.9432570402208,949.1774117375747,918.5310865076837,927.6708374023438,19210236
2021-03-18,935.591956651123,940.9629894194236,903.1403030928562,906.7962036132812,20647480
2021-03-19,898.6268364600113,945.950290155976,894.9258088575259,939.6991577148438,41787429
2021-03-22,934.7343792696068,936.0883744343232,917.6735507192288,930.852783203125,18572478
2021-03-23,930.6496079854649,952.2013071535108,927.9641218620928,942.1814575195312,17421165
2021-03-24,938.6835805295864,938.6835805295864,920.9232211318064,924.0374755859376,16822814
2021-03-25,927.0614339788924,927.0614339788924,895.9186520687285,898.829833984375,22001648
2021-03-26,908.1049928320286,908.8722746334809,890.818529006779,900.274169921875,20180202
2021-03-30,906.2996230548414,924.7596332154852,898.8750045089173,915.9132690429688,20441701
2021-03-31,910.8130997767836,925.210945158364,902.2374989986004,904.0880126953124,16250796
2021-04-01,910.813084242052,916.2291839450849,904.1105608753422,912.5507202148438,11723312
2021-04-05,913.9499154284324,913.9724790288182,885.582933146535,899.3489379882812,14875099
2021-04-06,904.4942127215924,904.9229807916712,888.6971267728383,895.6027221679688,14009194
2021-04-07,902.6888544411458,923.8569132620464,899.6648545655975,903.9751586914062,24266353
2021-04-08,907.6536814191865,912.6184496390974,899.5294718287386,905.1035766601562,15369188
2021-04-09,901.9892738152234,905.554859812808,893.661932570132,894.5872192382812,14037885
2021-04-12,884.1838040998745,885.2670360594527,857.6673339221142,862.5869750976562,20901482
2021-04-13,868.3867078045856,875.8790770428972,865.610966973059,871.9072265625,19411189
2021-04-15,869.4248015602077,885.0864478844724,863.4219285584875,877.5490112304688,19723716
2021-04-16,874.0736236379038,880.0764962565872,869.492436882543,872.0425415039062,15656948
2021-04-19,859.3596988204337,864.9563664944045,853.0408766277532,858.3215942382812,18478808
2021-04-20,862.2935975446998,866.1300068005348,853.2441605444959,858.0735473632812,17203668
2021-04-22,854.0565402952617,864.0763909126439,847.038126173648,860.4430541992188,14490954
2021-04-23,860.262540485022,866.0848449417196,855.4557174605446,859.517822265625,11828857
2021-04-26,866.5812978436229,885.5377655993291,862.7448293401166,874.6377563476562,20846778
2021-04-27,875.6081964100579,901.4250736005504,874.8183510247649,897.5661010742188,19992524
